"Actual","Predicted"
0,0.9995254
0,2.31048887266846
4.096,3.79762450621808
2.503,2.83402177517482
2.746,2.60338689161205
3.064,2.83111626198321
4.576,4.74514841413048
4.616,3.78499577895843
4.749,4.53228675968234
1.481,2.10250559095163
2.862,2.84900712995552
0,0.9979549
0,0.46813255
2.835,3.16830822630703
0,2.4369543416784
0,0.822726351515151
0,2.08184284881423
2.953,3.15712593225941
1.824,1.6518206736438
4.003,3.98868381913699
1.671,2.14975234509935
4.211,3.55682402386823
4.4,3.88181687142857
1.451,1.40257005391829
2.009,1.9066797930104
1.746,1.86034381595412
2.861,2.88640957592069
1.113,1.57609326709452
1.26,1.53750650663659
0,1.44544914285714
0,0.721128766666667
1.562,1.64892920124439
0,0.894110057142857
4.009,4.03024641723833
2.209,2.64994534998891
3.281,2.52619903029907
0,2.78436407315296
1.573,2.28789153665619
4.538,4.24000197284937
3.958,3.33251622124712
4.211,3.73379938347338
4.914,2.05131652987013
3.357,2.35953082710068
0,1.12084
0,0.788063863636363
1.604,1.27569057924918
2.577,3.00735746262626
0,1.59617905104471
4.147,2.28778201530692
2.856,2.44481330342207
4.385,2.96111948571428
0,1.79121727692308
0,2.37876955238095
0,1.93185751428571
0,3.10715363688174
4.511,3.69954035429263
4.49,4.44028864765002
2.141,2.55249757619048
3.07,2.60505618644847
3.16,3.12906633454633
0,0.331782844444444
4.698,3.36203896489709
2.129,1.95423907438413
3.673,3.56937005714286
2.087,2.52860813776388
2.07,1.61889081666132
4.15,4.00603662178526
2.252,2.33721816753357
1.279,1.53368598460602
0,0.119762107246377
3.44,2.71391334249084
1.502,1.68689832427377
4.806,2.0654931008658
0,0.8041914
4.69,4.33041754538207
3.942,3.3309697015651
3.632,3.65496695211357
0,2.6513375807017
0,1.97346543492063
0,1.57052591111111
4.268,3.79971578655525
4.144,3.65483533247864
3.708,3.14721936788767
3.795,4.08923840659341
2.028,1.66767564247889
3.457,3.45857197475588
4.091,3.29809451863689
2.231,2.30444158262018
3.317,2.94529030868444
3.826,3.31020985411255
0,2.19111421763237
1.615,1.57922569968028
3.511,2.19125728967292
4.702,2.06209504761905
0,1.38822598462189
0,2.45124400880085
3.957,2.13250018011696
2.882,2.32866244505219
1.828,1.9653361557838
2.674,2.25942755273061
4.601,4.17618798942448
3.982,2.95847337142857
4.834,4.56047292173251
0,1.37644572172284
0,0.272430633333333
2.522,2.9660290959596
0,0.815143910784314
4.564,4.11710196990525
0,1.44300698589237
1.861,2.08374715561026
2.051,2.03792276474151
4.531,4.47196195749654
3.876,3.71949134516594
2.883,2.5574202546176
3.165,3.37201372764062
4.218,2.86119188974272
3.711,3.42940874350363
3.498,2.60128018006857
3.301,3.00409410067306
3.855,4.33118309004884
1.156,2.13214885770025
2.681,2.9918828625165
4.665,4.22141936153615
0,2.14938263286099
0,3.51114875480841
2.524,3.34421504986641
3.845,3.6099552337404
4.738,3.17923761257739
4.713,2.30645032309126
3.214,3.29841070856403
4.522,4.53873795721459
0,1.8519123068017
2.201,2.30707350178169
3.94,3.95396048997471
3.906,3.99951799132841
2.592,2.72129177384282
3.518,2.98882543031136
3.88,1.90784426114492
0,0.106672966666666
0,0.199943733333333
3.002,3.89671124862915
0,1.99853521103896
0,2.10496116315789
3.657,3.65580310368701
0,1.46821688076923
4.72,3.11784711190476
2.933,1.93111495787622
2.807,2.75586673692588
2.393,2.01396394700039
0,0.6949861
4.38,3.95496550156511
0,0.0849684999999998
2.844,2.82390916940588
4.429,2.41999737063492
3.99,2.87102611446389
3.146,3.75923938788989
4.001,3.75665669616686
3.695,3.65151579211405
4.525,0.556434591774892
3.095,3.38964541060607
0,0.0032175999999994
4.371,2.25790560271178
1.771,1.69796090491507
4.196,3.03521776623376
1.523,2.16373150266834
4.166,3.54323672541173
1.829,1.83754115130961
0.601,1.38126939859307
1.208,1.62833218190558
4.854,2.92600626243408
3.71,3.10053914183319
0,0.00272733333333266
3.089,2.77692297259584
1.665,1.36135418267629
3.18,2.66177240252525
1.808,1.67681670790152
3.979,2.05000453802864
3.099,3.72997193288072
3.894,3.87116295846788
4.037,4.62543328983539
4.351,4.29994723333334
1.245,1.71458305146543
0,0.11509
3.786,3.31474012207792
0,0.576909359383754
0,0.00272733333333263
3.678,3.31205533424724
0,1.436892885032
2.903,2.86826701754667
4.397,2.41736155216272
0,2.05225684618453
4.107,4.15675017388669
4.112,4.07254211962766
4.916,4.41648315990898
1.932,1.81476281540009
2.675,2.81290628405855
0,0.464168733333333
2.301,2.84279505023226
2.16,2.8820816486791
1.825,2.50653673031385
0,1.5452426940188
0,0.699236093939394
1.899,3.07148203411469
4.913,1.63295585238095
2.228,2.46190514872323
4.75,4.53733397490601
4.611,3.12770083308293
0,3.24435884574315
4.406,3.58046428459449
3.148,3.00185968393968
2.621,2.72896734337922
2.495,2.41778938813964
4.618,3.75166539275132
4.404,3.27911222683843
0.946,1.44766966134239
2.096,2.72418614074259
2.205,2.71903571838473
2.635,2.83493883567876
0,1.78077477142857
4.926,3.0484433939172
1.887,1.95823495094975
3.003,2.91497388962149
3.509,3.47425949571428
2.854,3.81382581363139
4.49,3.87012652646797
2.064,2.93398289568112
2.725,3.3426768338421
1.954,1.8281861274032
4.186,4.41539443212343
2.876,2.94400418952916
4.178,3.9848811880682
4.123,3.18886589076479
2.517,2.28152423917932
0,0.524561106349206
2.908,1.9999891902448
1.306,1.49477361009175
0,0.00596533333333247
2.948,3.50196864529915
3.808,3.83608001031649
0,2.74132238802776
3.837,2.02838431162171
3.24,2.90168393803419
2.929,3.41868823802309
2.936,2.49909379615385
3.257,2.09766277142857
2.975,2.76022233304473
0,0.1158539
4.327,4.29732625858586
4.719,4.59531704791312
4.287,2.4137565134427
0,0.0604587999999996
4.781,3.81100282183927
1.578,2.09750013226043
3.818,3.26948695671218
1.462,1.50106442700631
3.931,2.69720463888889
2.079,2.97072802551936
3.566,3.24105070936701
4.125,3.98964123216303
0,2.43344256320347
